shp_s,shp_p,shp_i,x,y,objectid,lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths
7624,0,29,434093.7899006352,381188.6560126062,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,30,434187.0517222928,381260.99977256445,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,31,434222.8506570487,381277.0831046155,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,32,434213.0516563782,381337.99979320756,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,33,434262.3905749458,381329.89835383947,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,34,434263.70656033844,381373.38622188347,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,35,434329.65443501045,381419.8847799141,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,36,434243.14951339125,381663.8770218833,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,37,434275.0074537828,381682.55630642164,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,38,434262.3054623097,381729.5620100742,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,39,434309.0163859617,381717.2325612002,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,40,434345.4003127879,381756.2728279807,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,41,434232.051471926,381880.9981701674,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,42,434214.33849597606,381903.724899483,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,43,434261.05140702036,381935.99730334216,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,44,434415.6191854421,381768.1685508332,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,45,434439.07011806953,381835.9435738787,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,46,434556.8218908567,381785.9409795272,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,47,434594.4487973893,381843.26719128585,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,48,434570.0818259933,381918.766689936,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
7624,0,49,434615.98370150424,382025.7868381622,7625,E01007823,Sheffield 069A,Sheffield 069A,421797.967337,5357.719134255739
